ID,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Dt_Customer_year,Dt_Customer_month_sin,Dt_Customer_month_cos,Dt_Customer_day_sin,Dt_Customer_day_cos,Dt_Customer_dayofweek_sin,Dt_Customer_dayofweek_cos,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Education_nan,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Marital_Status_nan
1994,1983.0,29476.10593706742,1.0,0.0,11.0,5.0,5.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,0.102701571086088,-0.9947122133041544,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
387,1976.0,7500.0,0.0,0.0,59.0,6.0,16.0,11.0,11.0,1.0,16.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.50252654219733,0.8645617817063134,0.4864694586816573,-0.873697582559306,0.781547686312557,0.6238455049284951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2125,1959.0,63033.0,0.0,0.0,82.0,194.0,61.0,480.0,225.0,112.0,30.0,1.0,3.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,0.102701571086088,-0.9947122133041544,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8180,1952.0,59354.0,1.0,1.0,53.0,233.0,2.0,53.0,3.0,5.0,14.0,3.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,0.102701571086088,-0.9947122133041544,-0.4322430997986881,-0.901757119559597,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,1987.0,17323.0,0.0,0.0,38.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8673495625624736,0.4976994437636892,0.8982565786565719,-0.4394714085127608,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2114,1946.0,82800.0,0.0,0.0,23.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,1.0,2012.0,-0.50252654219733,0.8645617817063134,-0.988838745930936,0.1489897128856004,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9736,1980.0,41850.0,1.0,1.0,51.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.0031853017931388,0.9999949269133752,-0.988838745930936,0.1489897128856004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4939,1946.0,37760.0,0.0,0.0,20.0,84.0,5.0,38.0,150.0,12.0,28.0,2.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,-0.0031853017931379,0.9999949269133752,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6565,1949.0,76995.0,0.0,1.0,91.0,1012.0,80.0,498.0,0.0,16.0,176.0,2.0,11.0,4.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.9999996829318346,0.0007963267107334,-0.5736272263330631,0.8191164784140512,0.4351132755619084,-0.9003757201467545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2278,1985.0,33812.0,1.0,0.0,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,0.9999996829318346,0.0007963267107334,0.7914670768842408,-0.6112118014308259,-0.783530857658933,0.6213528748595735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9360,1982.0,37040.0,0.0,0.0,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,0.9987578041100524,-0.0498281921131599,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5376,1979.0,2447.0,1.0,0.0,42.0,1.0,1.0,1725.0,1.0,1.0,1.0,15.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.0015926529164872,-0.9999987317275396,0.2011978705179787,0.979550619875783,-0.9744191052534494,-0.2247385310022896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1993,1949.0,58607.0,0.0,1.0,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.0031853017931388,0.9999949269133752,-0.9985940194955082,-0.0530092843547677,-0.783530857658933,0.6213528748595735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4047,1954.0,65324.0,0.0,1.0,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,-0.50252654219733,0.8645617817063134,0.2011978705179787,0.979550619875783,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1409,1951.0,40689.0,0.0,1.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.9999996829318346,0.0007963267107334,-0.4836840003035663,-0.8752427022548316,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7892,1969.0,18589.0,0.0,0.0,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8657598394923444,0.5004596890082058,0.2011978705179787,0.979550619875783,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2404,1976.0,53359.0,1.0,1.0,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,-0.7267013962952708,0.6869534777716056,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5255,1986.0,79643.42607698485,1.0,0.0,19.0,5.0,1.0,3.0,3.0,263.0,362.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8657598394923444,0.5004596890082058,-0.7895161676561143,-0.6137297621996202,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9422,1989.0,38360.0,1.0,0.0,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,-0.0031853017931379,0.9999949269133752,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1966,1965.0,84618.0,0.0,0.0,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,-0.9675080356712136,-0.2528402675833693,-0.4322430997986881,-0.901757119559597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6864,1989.0,10979.0,0.0,0.0,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.5011489580136382,-0.8653610355694579,-0.9675080356712136,-0.2528402675833693,0.4351132755619084,-0.9003757201467545,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,1963.0,38620.0,0.0,0.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,0.8483723853688193,0.5293999393120664,0.781547686312557,0.6238455049284951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5710,1970.0,40548.0,0.0,1.0,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8673495625624736,0.4976994437636892,0.8982565786565719,-0.4394714085127608,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7373,1952.0,46610.0,0.0,2.0,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2012.0,-0.8673495625624736,0.4976994437636892,-0.3970924139690844,0.9177786305902994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8755,1946.0,68657.0,0.0,0.0,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8657598394923444,0.5004596890082058,-0.7895161676561143,-0.6137297621996202,0.9751300219867084,-0.2216335719610219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10738,1951.0,49389.0,1.0,1.0,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.8649616828896994,-0.5018379092223095,-0.3970924139690844,0.9177786305902994,0.4351132755619084,-0.9003757201467545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4339,1970.0,67353.0,0.0,1.0,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.0031853017931388,0.9999949269133752,-0.0031853017931379,0.9999949269133752,0.781547686312557,0.6238455049284951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10755,1976.0,23718.0,1.0,0.0,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8657598394923444,0.5004596890082058,0.9683084999768492,-0.2497571798218906,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8595,1973.0,42429.0,0.0,1.0,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,-0.50252654219733,0.8645617817063134,0.3941669975671472,0.9190388337980612,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2968,1943.0,48948.0,0.0,0.0,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2013.0,0.4997701026431024,0.866158094405463,0.3941669975671472,0.9190388337980612,0.9751300219867084,-0.2216335719610219,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8601,1980.0,80011.0,0.0,1.0,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8665558000562658,-0.4990801993556198,-0.3970924139690844,0.9177786305902994,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
503,1985.0,20559.0,1.0,0.0,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.0031853017931388,0.9999949269133752,0.5710151830849718,0.8209394987978323,0.781547686312557,0.6238455049284951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8430,1957.0,21994.0,0.0,1.0,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.0031853017931388,0.9999949269133752,-0.988838745930936,0.1489897128856004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7281,1959.0,48874.11720586964,0.0,0.0,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,0.7914670768842408,-0.6112118014308259,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2139,1975.0,7500.0,1.0,0.0,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8657598394923444,0.5004596890082058,0.8982565786565719,-0.4394714085127608,-0.783530857658933,0.6213528748595735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1371,1976.0,79941.0,0.0,0.0,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.0015926529164872,-0.9999987317275396,-0.5736272263330631,0.8191164784140512,-0.9744191052534494,-0.2247385310022896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9909,1996.0,7500.0,0.0,0.0,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2012.0,-0.999997146387718,-0.0023889781122815,0.7914670768842408,-0.6112118014308259,0.781547686312557,0.6238455049284951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7286,1968.0,41728.0,1.0,0.0,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,-0.988838745930936,0.1489897128856004,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7244,1951.0,44624.005513135344,2.0,1.0,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.4997701026431024,0.866158094405463,0.2011978705179787,0.979550619875783,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6566,1954.0,72550.0,1.0,1.0,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,0.7914670768842408,-0.6112118014308259,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8614,1957.0,65486.0,0.0,1.0,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,-0.0031853017931388,0.9999949269133752,0.8483723853688193,0.5293999393120664,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4114,1964.0,79143.0,0.0,0.0,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.50252654219733,0.8645617817063134,0.9987578041100524,-0.0498281921131599,0.4351132755619084,-0.9003757201467545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1331,1977.0,35790.0,1.0,0.0,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8657598394923444,0.5004596890082058,0.2011978705179787,0.979550619875783,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2225,1977.0,82582.0,0.0,0.0,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,2014.0,-0.4983899795832508,-0.8669529561925531,0.9375378364154584,0.3478833213728722,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9381,1978.0,66373.0,1.0,1.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.0031853017931388,0.9999949269133752,0.9375378364154584,0.3478833213728722,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6260,1955.0,82384.0,0.0,0.0,55.0,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0,2012.0,-0.50252654219733,0.8645617817063134,-0.6498899302014303,-0.7600283406707806,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10383,1966.0,70287.0,0.0,0.0,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2013.0,0.8657598394923444,0.5004596890082058,0.7245095555315886,0.689264756057801,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7437,1988.0,27938.0,1.0,0.0,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.8665558000562658,-0.4990801993556198,-0.5736272263330631,0.8191164784140512,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8557,1982.0,33325.67936105211,1.0,0.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.0015926529164872,-0.9999987317275396,-0.2976959944412832,-0.9546607224001704,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8375,1968.0,55954.0,0.0,1.0,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.9999996829318346,0.0007963267107334,0.5710151830849718,0.8209394987978323,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6853,1982.0,75777.0,0.0,0.0,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0,2013.0,0.8665558000562658,-0.4990801993556198,0.9883591522667062,0.1521387068784197,-0.783530857658933,0.6213528748595735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
